state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Missouri,3/2/2020,9.0,8.0,19.0,1.0,4.0,-1.0
Montana,3/2/2020,9.0,5.0,-1.0,6.0,4.0,-1.0
Nebraska,3/2/2020,9.0,8.0,28.0,3.0,3.0,-1.0
Nevada,3/2/2020,6.0,7.0,1.0,-1.0,3.0,0.0
New Hampshire,3/2/2020,6.0,3.0,11.0,9.0,3.0,-1.0
New Jersey,3/2/2020,6.0,5.0,53.0,1.0,3.0,-1.0
New Mexico,3/2/2020,12.0,13.0,19.0,9.0,4.0,-2.0
New York,3/2/2020,6.0,5.0,16.0,-1.0,4.0,0.0
North Carolina,3/2/2020,10.0,6.0,31.0,7.0,3.0,-2.0
North Dakota,3/2/2020,6.0,1.0,7.0,2.0,4.0,-1.0
Ohio,3/2/2020,7.0,3.0,-7.0,2.0,2.0,0.0
Oklahoma,3/2/2020,10.0,7.0,10.0,6.0,3.0,-1.0
Oregon,3/2/2020,8.0,7.0,14.0,2.0,3.0,0.0
Pennsylvania,3/2/2020,8.0,4.0,31.0,2.0,2.0,0.0
Rhode Island,3/2/2020,9.0,7.0,34.0,-1.0,3.0,-1.0
South Carolina,3/2/2020,10.0,6.0,20.0,8.0,4.0,-1.0
South Dakota,3/2/2020,6.0,11.0,12.0,8.0,5.0,-1.0
Tennessee,3/2/2020,8.0,4.0,-5.0,3.0,2.0,1.0
Texas,3/2/2020,8.0,7.0,8.0,4.0,4.0,-1.0
Utah,3/2/2020,10.0,16.0,11.0,5.0,3.0,-1.0
Vermont,3/2/2020,10.0,4.0,-1.0,7.0,-6.0,1.0
Virginia,3/2/2020,7.0,5.0,20.0,2.0,5.0,-1.0
Washington,3/2/2020,4.0,8.0,-7.0,-3.0,2.0,0.0
West Virginia,3/2/2020,12.0,4.0,1.0,5.0,2.0,1.0
Wisconsin,3/2/2020,5.0,5.0,19.0,0.0,4.0,0.0
Wyoming,3/2/2020,5.0,8.0,0.0,-18.0,4.0,0.0
Alabama,3/20/2020,-27.0,10.0,7.0,-14.0,-29.0,14.0
Alaska,3/20/2020,-28.0,3.0,23.0,-24.0,-25.0,12.0
Arizona,3/20/2020,-28.0,6.0,-6.0,-25.0,-33.0,14.0
Arkansas,3/20/2020,-23.0,12.0,30.0,-13.0,-26.0,11.0
California,3/20/2020,-40.0,-3.0,-22.0,-46.0,-44.0,21.0
Colorado,3/20/2020,-42.0,-4.0,-43.0,-48.0,-46.0,21.0
Connecticut,3/20/2020,-32.0,12.0,12.0,-41.0,-37.0,18.0
Delaware,3/20/2020,-25.0,1.0,75.0,-37.0,-34.0,15.0
District of Columbia,3/20/2020,-50.0,-10.0,-16.0,-62.0,-56.0,22.0
Florida,3/20/2020,-29.0,6.0,-15.0,-38.0,-31.0,14.0
Georgia,3/20/2020,-24.0,8.0,46.0,-30.0,-32.0,13.0
Hawaii,3/20/2020,-31.0,-5.0,-29.0,-34.0,-31.0,16.0
Idaho,3/20/2020,-21.0,12.0,69.0,-16.0,-28.0,10.0
Illinois,3/20/2020,-33.0,26.0,-28.0,-41.0,-38.0,17.0
Indiana,3/20/2020,-30.0,9.0,19.0,-15.0,-30.0,14.0
Iowa,3/20/2020,-35.0,10.0,-5.0,-16.0,-29.0,13.0
Kansas,3/20/2020,-24.0,15.0,20.0,-9.0,-27.0,11.0
Kentucky,3/20/2020,-29.0,7.0,51.0,-19.0,-29.0,13.0
Louisiana,3/20/2020,-32.0,8.0,-16.0,-33.0,-29.0,15.0
Maine,3/20/2020,-38.0,-4.0,-1.0,-36.0,-34.0,17.0
Maryland,3/20/2020,-27.0,1.0,54.0,-42.0,-39.0,18.0
Massachusetts,3/20/2020,-34.0,11.0,20.0,-56.0,-44.0,20.0
Michigan,3/20/2020,-41.0,2.0,-2.0,-32.0,-37.0,18.0
Minnesota,3/20/2020,-38.0,4.0,-3.0,-43.0,-36.0,19.0
Mississippi,3/20/2020,-23.0,10.0,0.0,-12.0,-26.0,12.0
Missouri,3/20/2020,-24.0,13.0,9.0,-18.0,-22.0,13.0
Montana,3/20/2020,-33.0,6.0,20.0,-16.0,-29.0,12.0
Nebraska,3/20/2020,-33.0,4.0,-15.0,-18.0,-29.0,16.0
Nevada,3/20/2020,-38.0,-3.0,-42.0,-49.0,-45.0,20.0
New Hampshire,3/20/2020,-33.0,13.0,11.0,-37.0,-34.0,18.0
New Jersey,3/20/2020,-35.0,4.0,51.0,-49.0,-44.0,21.0
New Mexico,3/20/2020,-28.0,15.0,-2.0,-10.0,-31.0,13.0
New York,3/20/2020,-40.0,8.0,-9.0,-50.0,-43.0,20.0
North Carolina,3/20/2020,-25.0,10.0,63.0,-29.0,-28.0,11.0
North Dakota,3/20/2020,-40.0,10.0,-15.0,-19.0,-25.0,17.0
Ohio,3/20/2020,-35.0,0.0,47.0,-19.0,-34.0,16.0
Oklahoma,3/20/2020,-26.0,6.0,-11.0,-11.0,-30.0,13.0
Oregon,3/20/2020,-32.0,4.0,66.0,-31.0,-35.0,13.0
Pennsylvania,3/20/2020,-39.0,-1.0,15.0,-43.0,-41.0,19.0
Rhode Island,3/20/2020,-32.0,10.0,55.0,-47.0,-35.0,18.0
South Carolina,3/20/2020,-25.0,10.0,31.0,-13.0,-26.0,10.0
South Dakota,3/20/2020,-26.0,8.0,-8.0,-16.0,-23.0,15.0
Tennessee,3/20/2020,-27.0,9.0,-18.0,-22.0,-27.0,13.0
Texas,3/20/2020,-30.0,9.0,-33.0,-30.0,-34.0,17.0
Utah,3/20/2020,-33.0,10.0,22.0,-35.0,-35.0,16.0
Vermont,3/20/2020,-41.0,-12.0,-14.0,-48.0,-37.0,18.0
Virginia,3/20/2020,-26.0,3.0,59.0,-36.0,-36.0,15.0
Washington,3/20/2020,-33.0,3.0,86.0,-42.0,-41.0,15.0
West Virginia,3/20/2020,-30.0,1.0,14.0,-19.0,-26.0,12.0
Wisconsin,3/20/2020,-40.0,3.0,-6.0,-28.0,-32.0,18.0
Wyoming,3/20/2020,-38.0,7.0,-17.0,-8.0,-29.0,15.0
Alabama,3/21/2020,-35.0,5.0,10.0,-13.0,-16.0,8.0
Alaska,3/21/2020,-37.0,-1.0,1.0,-25.0,-20.0,8.0
Arizona,3/21/2020,-36.0,-1.0,-14.0,-26.0,-22.0,10.0
Arkansas,3/21/2020,-33.0,2.0,23.0,-12.0,-14.0,8.0
California,3/21/2020,-48.0,-13.0,-22.0,-47.0,-33.0,16.0
Colorado,3/21/2020,-43.0,-5.0,-26.0,-44.0,-29.0,13.0
Connecticut,3/21/2020,-38.0,1.0,100.0,-38.0,-26.0,11.0
Delaware,3/21/2020,-34.0,-7.0,56.0,-38.0,-21.0,11.0
District of Columbia,3/21/2020,-60.0,-14.0,-19.0,-59.0,-38.0,13.0
Florida,3/21/2020,-39.0,-3.0,-33.0,-42.0,-26.0,11.0
Georgia,3/21/2020,-31.0,4.0,33.0,-27.0,-18.0,9.0
Hawaii,3/21/2020,-40.0,-14.0,-38.0,-40.0,-27.0,12.0
Idaho,3/21/2020,-29.0,5.0,76.0,-10.0,-18.0,7.0
Illinois,3/21/2020,-46.0,3.0,-22.0,-39.0,-25.0,13.0
Indiana,3/21/2020,-39.0,3.0,10.0,-13.0,-22.0,10.0
Iowa,3/21/2020,-44.0,6.0,22.0,-14.0,-17.0,10.0
Kansas,3/21/2020,-38.0,6.0,35.0,-9.0,-15.0,9.0
Kentucky,3/21/2020,-38.0,2.0,17.0,-16.0,-22.0,9.0
Louisiana,3/21/2020,-42.0,-2.0,-38.0,-36.0,-24.0,12.0
Maine,3/21/2020,-41.0,-9.0,36.0,-37.0,-24.0,10.0
Maryland,3/21/2020,-36.0,-4.0,34.0,-38.0,-25.0,12.0
Massachusetts,3/21/2020,-42.0,-5.0,71.0,-50.0,-30.0,12.0
Michigan,3/21/2020,-46.0,-5.0,33.0,-32.0,-26.0,11.0
Minnesota,3/21/2020,-49.0,-9.0,-5.0,-43.0,-25.0,14.0
Mississippi,3/21/2020,-30.0,8.0,-1.0,-15.0,-18.0,9.0
Missouri,3/21/2020,-37.0,11.0,27.0,-17.0,-17.0,9.0
Montana,3/21/2020,-41.0,1.0,34.0,-13.0,-26.0,8.0
Nebraska,3/21/2020,-38.0,0.0,15.0,-9.0,-14.0,11.0
Nevada,3/21/2020,-46.0,-13.0,-41.0,-48.0,-46.0,15.0
New Hampshire,3/21/2020,-39.0,-2.0,37.0,-31.0,-24.0,11.0
New Jersey,3/21/2020,-42.0,-1.0,51.0,-48.0,-30.0,14.0
New Mexico,3/21/2020,-37.0,3.0,-9.0,-10.0,-23.0,10.0
New York,3/21/2020,-46.0,0.0,-1.0,-50.0,-30.0,13.0
North Carolina,3/21/2020,-32.0,2.0,45.0,-29.0,-19.0,8.0
North Dakota,3/21/2020,-52.0,-4.0,-15.0,-29.0,-19.0,13.0
Ohio,3/21/2020,-44.0,-7.0,4.0,-22.0,-25.0,11.0
Oklahoma,3/21/2020,-35.0,2.0,-9.0,-9.0,-18.0,9.0
Oregon,3/21/2020,-40.0,-4.0,81.0,-26.0,-25.0,8.0
Pennsylvania,3/21/2020,-48.0,-11.0,20.0,-40.0,-31.0,13.0
Rhode Island,3/21/2020,-39.0,0.0,146.0,-43.0,-25.0,11.0
South Carolina,3/21/2020,-32.0,4.0,39.0,-16.0,-17.0,7.0
South Dakota,3/21/2020,-33.0,7.0,0.0,-19.0,-13.0,10.0
Tennessee,3/21/2020,-33.0,9.0,11.0,-16.0,-16.0,8.0
Texas,3/21/2020,-40.0,-3.0,-45.0,-32.0,-22.0,13.0
Utah,3/21/2020,-40.0,-1.0,48.0,-28.0,-20.0,10.0
Vermont,3/21/2020,-46.0,-19.0,9.0,-44.0,-30.0,11.0
Virginia,3/21/2020,-37.0,-4.0,6.0,-34.0,-23.0,11.0
Washington,3/21/2020,-43.0,-9.0,75.0,-37.0,-28.0,10.0
West Virginia,3/21/2020,-35.0,5.0,1.0,-17.0,-22.0,9.0
Wisconsin,3/21/2020,-48.0,-4.0,23.0,-28.0,-20.0,12.0
Wyoming,3/21/2020,-39.0,4.0,19.0,9.0,-21.0,9.0
Alabama,3/22/2020,-40.0,-7.0,2.0,-22.0,-27.0,9.0
Alaska,3/22/2020,-30.0,-4.0,65.0,-30.0,-21.0,6.0
Arizona,3/22/2020,-37.0,-10.0,0.0,-33.0,-28.0,8.0
Arkansas,3/22/2020,-41.0,-11.0,-26.0,-22.0,-26.0,9.0
California,3/22/2020,-50.0,-22.0,-24.0,-52.0,-36.0,14.0
Colorado,3/22/2020,-41.0,-10.0,10.0,-47.0,-33.0,10.0
Connecticut,3/22/2020,-43.0,-15.0,27.0,-48.0,-29.0,11.0
Delaware,3/22/2020,-38.0,-13.0,-5.0,-53.0,-29.0,10.0
District of Columbia,3/22/2020,-60.0,-24.0,-25.0,-64.0,-42.0,12.0
Florida,3/22/2020,-43.0,-12.0,-33.0,-49.0,-33.0,11.0
Georgia,3/22/2020,-39.0,-10.0,-18.0,-42.0,-29.0,10.0
Hawaii,3/22/2020,-42.0,-16.0,-43.0,-43.0,-30.0,11.0
Idaho,3/22/2020,-22.0,1.0,140.0,-11.0,-27.0,5.0
Illinois,3/22/2020,-63.0,-34.0,-39.0,-54.0,-38.0,14.0
Indiana,3/22/2020,-46.0,-15.0,-5.0,-26.0,-29.0,9.0
Iowa,3/22/2020,-46.0,-7.0,-13.0,-24.0,-25.0,9.0
Kansas,3/22/2020,-35.0,0.0,-33.0,-17.0,-24.0,9.0
Kentucky,3/22/2020,-40.0,-9.0,17.0,-28.0,-29.0,9.0
Louisiana,3/22/2020,-40.0,-1.0,-20.0,-40.0,-28.0,10.0
Maine,3/22/2020,-38.0,-8.0,52.0,-35.0,-24.0,8.0
Maryland,3/22/2020,-40.0,-15.0,33.0,-45.0,-33.0,11.0
Massachusetts,3/22/2020,-46.0,-19.0,22.0,-59.0,-33.0,12.0
Michigan,3/22/2020,-47.0,-15.0,48.0,-41.0,-31.0,9.0
Minnesota,3/22/2020,-48.0,-19.0,18.0,-50.0,-30.0,11.0
Mississippi,3/22/2020,-36.0,-7.0,-6.0,-21.0,-27.0,9.0
Missouri,3/22/2020,-40.0,-1.0,-41.0,-30.0,-26.0,9.0
Montana,3/22/2020,-39.0,-7.0,38.0,-20.0,-29.0,7.0
Nebraska,3/22/2020,-40.0,-11.0,-4.0,-21.0,-22.0,9.0
Nevada,3/22/2020,-46.0,-19.0,-24.0,-57.0,-49.0,13.0
New Hampshire,3/22/2020,-41.0,-15.0,32.0,-38.0,-28.0,9.0
New Jersey,3/22/2020,-57.0,-31.0,-3.0,-61.0,-38.0,15.0
New Mexico,3/22/2020,-36.0,-3.0,10.0,-16.0,-26.0,8.0
New York,3/22/2020,-54.0,-19.0,-15.0,-59.0,-36.0,13.0
North Carolina,3/22/2020,-39.0,-10.0,-7.0,-42.0,-29.0,9.0
North Dakota,3/22/2020,-49.0,-11.0,25.0,-30.0,-23.0,9.0
Ohio,3/22/2020,-38.0,0.0,62.0,-26.0,-28.0,8.0
Oklahoma,3/22/2020,-38.0,-8.0,-26.0,-17.0,-26.0,9.0
Oregon,3/22/2020,-37.0,-9.0,48.0,-31.0,-30.0,8.0
Pennsylvania,3/22/2020,-47.0,-18.0,38.0,-46.0,-33.0,10.0
Rhode Island,3/22/2020,-42.0,-16.0,62.0,-51.0,-28.0,11.0
South Carolina,3/22/2020,-39.0,-9.0,-22.0,-23.0,-28.0,9.0
South Dakota,3/22/2020,-31.0,2.0,35.0,-23.0,-18.0,7.0
Tennessee,3/22/2020,-37.0,0.0,1.0,-30.0,-28.0,8.0
Texas,3/22/2020,-41.0,-10.0,-41.0,-37.0,-29.0,11.0
Utah,3/22/2020,-33.0,-3.0,84.0,-31.0,-34.0,7.0
Vermont,3/22/2020,-47.0,-21.0,18.0,-53.0,-31.0,9.0
Virginia,3/22/2020,-38.0,-12.0,15.0,-43.0,-31.0,10.0
Washington,3/22/2020,-38.0,-14.0,30.0,-44.0,-32.0,9.0
West Virginia,3/22/2020,-40.0,-10.0,33.0,-18.0,-27.0,8.0
Wisconsin,3/22/2020,-50.0,-21.0,26.0,-39.0,-27.0,10.0
Wyoming,3/22/2020,-38.0,-7.0,9.0,-11.0,-26.0,8.0
Alabama,3/23/2020,-33.0,-6.0,-11.0,-22.0,-33.0,14.0
Alaska,3/23/2020,-36.0,-11.0,23.0,-37.0,-35.0,14.0
Arizona,3/23/2020,-31.0,-10.0,-3.0,-33.0,-37.0,13.0
Arkansas,3/23/2020,-29.0,-7.0,17.0,-18.0,-32.0,13.0
California,3/23/2020,-41.0,-18.0,-28.0,-52.0,-49.0,21.0
Colorado,3/23/2020,-31.0,-4.0,18.0,-47.0,-41.0,16.0
Connecticut,3/23/2020,-47.0,-24.0,-46.0,-53.0,-45.0,21.0
Delaware,3/23/2020,-31.0,-9.0,-46.0,-50.0,-39.0,17.0
District of Columbia,3/23/2020,-59.0,-32.0,-66.0,-72.0,-63.0,27.0
Florida,3/23/2020,-37.0,-12.0,-33.0,-46.0,-36.0,15.0
Georgia,3/23/2020,-35.0,-6.0,-40.0,-43.0,-38.0,16.0
Hawaii,3/23/2020,-38.0,-15.0,-59.0,-44.0,-35.0,16.0
Idaho,3/23/2020,-24.0,1.0,46.0,-20.0,-30.0,9.0
Illinois,3/23/2020,-50.0,-21.0,-29.0,-55.0,-50.0,21.0
Indiana,3/23/2020,-30.0,3.0,6.0,-21.0,-35.0,14.0
Iowa,3/23/2020,-39.0,-2.0,21.0,-19.0,-32.0,15.0
Kansas,3/23/2020,-28.0,4.0,30.0,-16.0,-31.0,13.0
Kentucky,3/23/2020,-30.0,-3.0,20.0,-26.0,-34.0,14.0
Louisiana,3/23/2020,-35.0,-5.0,-21.0,-39.0,-34.0,15.0
Maine,3/23/2020,-37.0,-9.0,-7.0,-38.0,-36.0,15.0
Maryland,3/23/2020,-35.0,-15.0,-45.0,-56.0,-46.0,22.0
Massachusetts,3/23/2020,-40.0,-12.0,-33.0,-66.0,-50.0,21.0
Michigan,3/23/2020,-34.0,12.0,-1.0,-40.0,-43.0,17.0
Minnesota,3/23/2020,-39.0,-11.0,35.0,-52.0,-39.0,17.0
Mississippi,3/23/2020,-26.0,0.0,4.0,-19.0,-29.0,12.0
Missouri,3/23/2020,-33.0,2.0,2.0,-31.0,-35.0,14.0
Montana,3/23/2020,-32.0,-5.0,31.0,-24.0,-31.0,11.0
Nebraska,3/23/2020,-30.0,-4.0,29.0,-17.0,-31.0,13.0
Nevada,3/23/2020,-41.0,-16.0,-37.0,-54.0,-48.0,18.0
New Hampshire,3/23/2020,-38.0,-10.0,-18.0,-38.0,-39.0,17.0
New Jersey,3/23/2020,-56.0,-34.0,-55.0,-67.0,-55.0,26.0
New Mexico,3/23/2020,-26.0,12.0,4.0,-20.0,-36.0,13.0
New York,3/23/2020,-62.0,-37.0,-64.0,-69.0,-57.0,26.0
North Carolina,3/23/2020,-32.0,-5.0,-17.0,-41.0,-33.0,14.0
North Dakota,3/23/2020,-37.0,-6.0,19.0,-24.0,-27.0,13.0
Ohio,3/23/2020,-33.0,-1.0,-2.0,-26.0,-39.0,16.0
Oklahoma,3/23/2020,-28.0,-4.0,-1.0,-17.0,-31.0,13.0
Oregon,3/23/2020,-38.0,-11.0,-5.0,-40.0,-41.0,15.0
Pennsylvania,3/23/2020,-50.0,-25.0,-53.0,-58.0,-50.0,21.0
Rhode Island,3/23/2020,-42.0,-17.0,-22.0,-59.0,-40.0,18.0
South Carolina,3/23/2020,-34.0,-7.0,-21.0,-25.0,-30.0,13.0
South Dakota,3/23/2020,-23.0,6.0,47.0,-17.0,-23.0,11.0
Tennessee,3/23/2020,-32.0,-2.0,-16.0,-27.0,-34.0,15.0
Texas,3/23/2020,-31.0,-4.0,-14.0,-34.0,-36.0,15.0
Utah,3/23/2020,-31.0,-2.0,19.0,-37.0,-39.0,15.0
Vermont,3/23/2020,-44.0,-23.0,-28.0,-46.0,-43.0,17.0
Virginia,3/23/2020,-34.0,-10.0,-29.0,-49.0,-40.0,19.0
Washington,3/23/2020,-36.0,-9.0,-4.0,-50.0,-44.0,17.0
West Virginia,3/23/2020,-34.0,-5.0,-22.0,-25.0,-33.0,14.0
Wisconsin,3/23/2020,-36.0,-4.0,25.0,-34.0,-36.0,16.0
Wyoming,3/23/2020,-28.0,3.0,33.0,-4.0,-30.0,11.0
Alabama,3/24/2020,-32.0,-5.0,4.0,-18.0,-34.0,15.0
Alaska,3/24/2020,-37.0,-12.0,17.0,-39.0,-39.0,16.0
Arizona,3/24/2020,-32.0,-9.0,0.0,-31.0,-39.0,15.0
Arkansas,3/24/2020,-30.0,-9.0,52.0,-17.0,-35.0,14.0
California,3/24/2020,-42.0,-18.0,-31.0,-52.0,-50.0,22.0
Colorado,3/24/2020,-35.0,-8.0,36.0,-47.0,-47.0,18.0
Connecticut,3/24/2020,-43.0,-16.0,17.0,-46.0,-47.0,21.0
Delaware,3/24/2020,-42.0,-22.0,24.0,-46.0,-44.0,18.0
District of Columbia,3/24/2020,-55.0,-24.0,-46.0,-71.0,-64.0,25.0
Florida,3/24/2020,-38.0,-12.0,-33.0,-46.0,-39.0,16.0
Georgia,3/24/2020,-35.0,-6.0,-23.0,-40.0,-41.0,18.0
Hawaii,3/24/2020,-45.0,-22.0,-62.0,-50.0,-42.0,20.0
Idaho,3/24/2020,-26.0,0.0,40.0,-14.0,-36.0,13.0
Illinois,3/24/2020,-47.0,-17.0,-11.0,-53.0,-50.0,22.0
Indiana,3/24/2020,-34.0,-2.0,11.0,-19.0,-39.0,16.0
Iowa,3/24/2020,-41.0,-5.0,53.0,-17.0,-36.0,16.0
Kansas,3/24/2020,-36.0,-7.0,46.0,-16.0,-38.0,17.0
Kentucky,3/24/2020,-39.0,-11.0,1.0,-25.0,-38.0,16.0
Louisiana,3/24/2020,-43.0,-14.0,-19.0,-36.0,-42.0,18.0
Maine,3/24/2020,-43.0,-17.0,-2.0,-40.0,-42.0,18.0
Maryland,3/24/2020,-38.0,-17.0,31.0,-51.0,-49.0,21.0
Massachusetts,3/24/2020,-49.0,-21.0,-2.0,-68.0,-55.0,24.0
Michigan,3/24/2020,-59.0,-29.0,3.0,-50.0,-57.0,25.0
Minnesota,3/24/2020,-41.0,-14.0,22.0,-50.0,-42.0,20.0
Mississippi,3/24/2020,-28.0,-4.0,9.0,-13.0,-32.0,14.0
Missouri,3/24/2020,-44.0,-14.0,-16.0,-33.0,-42.0,18.0
Montana,3/24/2020,-35.0,-6.0,13.0,-22.0,-34.0,13.0
Nebraska,3/24/2020,-32.0,-8.0,69.0,-14.0,-33.0,15.0
Nevada,3/24/2020,-40.0,-14.0,-36.0,-51.0,-50.0,19.0
New Hampshire,3/24/2020,-42.0,-16.0,-7.0,-36.0,-45.0,21.0
New Jersey,3/24/2020,-46.0,-18.0,32.0,-60.0,-55.0,24.0
New Mexico,3/24/2020,-39.0,-7.0,5.0,-19.0,-43.0,17.0
New York,3/24/2020,-53.0,-18.0,-16.0,-63.0,-56.0,25.0
North Carolina,3/24/2020,-31.0,-4.0,-8.0,-38.0,-34.0,15.0
North Dakota,3/24/2020,-41.0,-9.0,4.0,-18.0,-30.0,16.0
Ohio,3/24/2020,-51.0,-26.0,11.0,-31.0,-47.0,20.0
Oklahoma,3/24/2020,-25.0,2.0,51.0,-14.0,-34.0,13.0
Oregon,3/24/2020,-47.0,-19.0,-17.0,-44.0,-47.0,18.0
Pennsylvania,3/24/2020,-45.0,-19.0,10.0,-51.0,-51.0,21.0
Rhode Island,3/24/2020,-40.0,-14.0,65.0,-55.0,-44.0,19.0
South Carolina,3/24/2020,-36.0,-9.0,-28.0,-23.0,-33.0,16.0
South Dakota,3/24/2020,-28.0,4.0,49.0,-12.0,-27.0,13.0
Tennessee,3/24/2020,-39.0,-10.0,-29.0,-29.0,-38.0,17.0
Texas,3/24/2020,-30.0,-1.0,-3.0,-32.0,-40.0,17.0
Utah,3/24/2020,-33.0,-4.0,27.0,-39.0,-41.0,17.0
Vermont,3/24/2020,-46.0,-21.0,-12.0,-39.0,-47.0,20.0
Virginia,3/24/2020,-31.0,-7.0,29.0,-43.0,-42.0,17.0
Washington,3/24/2020,-41.0,-13.0,-3.0,-52.0,-49.0,20.0
West Virginia,3/24/2020,-36.0,-11.0,5.0,-23.0,-37.0,13.0
Wisconsin,3/24/2020,-47.0,-16.0,43.0,-35.0,-41.0,19.0
Wyoming,3/24/2020,-31.0,0.0,12.0,-9.0,-33.0,13.0
Alabama,3/25/2020,-28.0,-4.0,36.0,-15.0,-36.0,13.0
Alaska,3/25/2020,-40.0,-15.0,6.0,-42.0,-41.0,18.0
Arizona,3/25/2020,-33.0,-11.0,-7.0,-32.0,-41.0,15.0
Arkansas,3/25/2020,-25.0,-5.0,108.0,-18.0,-35.0,12.0
California,3/25/2020,-42.0,-19.0,-30.0,-52.0,-51.0,22.0
Colorado,3/25/2020,-35.0,-8.0,32.0,-50.0,-49.0,19.0
Connecticut,3/25/2020,-46.0,-19.0,-21.0,-51.0,-49.0,22.0
Delaware,3/25/2020,-47.0,-29.0,-44.0,-50.0,-46.0,21.0
District of Columbia,3/25/2020,-61.0,-31.0,-68.0,-75.0,-67.0,28.0
Florida,3/25/2020,-38.0,-13.0,-33.0,-48.0,-40.0,17.0
Georgia,3/25/2020,-33.0,-8.0,19.0,-39.0,-42.0,17.0
Hawaii,3/25/2020,-50.0,-30.0,-65.0,-56.0,-46.0,22.0
Idaho,3/25/2020,-27.0,7.0,10.0,-19.0,-38.0,14.0
Illinois,3/25/2020,-43.0,-13.0,29.0,-50.0,-50.0,21.0
Indiana,3/25/2020,-45.0,-20.0,61.0,-23.0,-45.0,19.0
Iowa,3/25/2020,-39.0,-3.0,48.0,-15.0,-35.0,16.0
Kansas,3/25/2020,-34.0,-4.0,117.0,-12.0,-39.0,15.0
Kentucky,3/25/2020,-33.0,-5.0,69.0,-23.0,-40.0,15.0
Louisiana,3/25/2020,-39.0,-13.0,-6.0,-35.0,-43.0,17.0
Maine,3/25/2020,-40.0,-10.0,13.0,-42.0,-41.0,17.0
Maryland,3/25/2020,-44.0,-25.0,-43.0,-58.0,-52.0,24.0
Massachusetts,3/25/2020,-52.0,-25.0,-21.0,-70.0,-57.0,26.0
Michigan,3/25/2020,-53.0,-22.0,66.0,-46.0,-58.0,23.0
Minnesota,3/25/2020,-37.0,-8.0,-11.0,-53.0,-43.0,20.0
Mississippi,3/25/2020,-24.0,-5.0,26.0,-13.0,-34.0,13.0
Missouri,3/25/2020,-33.0,-6.0,47.0,-24.0,-41.0,14.0
Montana,3/25/2020,-37.0,-9.0,8.0,-24.0,-36.0,14.0
Nebraska,3/25/2020,-30.0,-5.0,77.0,-13.0,-34.0,14.0
Nevada,3/25/2020,-41.0,-15.0,-42.0,-51.0,-51.0,20.0
New Hampshire,3/25/2020,-38.0,-9.0,-5.0,-36.0,-43.0,20.0
New Jersey,3/25/2020,-51.0,-27.0,-32.0,-65.0,-57.0,27.0
New Mexico,3/25/2020,-41.0,-12.0,-6.0,-23.0,-44.0,18.0
New York,3/25/2020,-56.0,-23.0,-38.0,-66.0,-57.0,26.0
North Carolina,3/25/2020,-28.0,-1.0,5.0,-39.0,-36.0,15.0
North Dakota,3/25/2020,-39.0,-9.0,2.0,-22.0,-31.0,16.0
Ohio,3/25/2020,-43.0,-18.0,101.0,-27.0,-48.0,19.0
Oklahoma,3/25/2020,-21.0,4.0,73.0,-9.0,-34.0,12.0
Oregon,3/25/2020,-45.0,-17.0,3.0,-43.0,-48.0,18.0
Pennsylvania,3/25/2020,-49.0,-23.0,-29.0,-55.0,-52.0,22.0
Rhode Island,3/25/2020,-43.0,-19.0,-4.0,-59.0,-46.0,21.0
South Carolina,3/25/2020,-30.0,-5.0,-2.0,-21.0,-34.0,14.0
South Dakota,3/25/2020,-35.0,-3.0,-11.0,-23.0,-30.0,16.0
Tennessee,3/25/2020,-33.0,-6.0,34.0,-26.0,-38.0,15.0
Texas,3/25/2020,-39.0,-13.0,-6.0,-37.0,-44.0,20.0
Utah,3/25/2020,-34.0,-5.0,1.0,-40.0,-43.0,18.0
Vermont,3/25/2020,-39.0,-11.0,-12.0,-43.0,-47.0,20.0
Virginia,3/25/2020,-39.0,-17.0,-28.0,-49.0,-46.0,21.0
Washington,3/25/2020,-44.0,-16.0,7.0,-54.0,-52.0,21.0
West Virginia,3/25/2020,-46.0,-25.0,-15.0,-27.0,-42.0,16.0
Wisconsin,3/25/2020,-52.0,-25.0,43.0,-37.0,-44.0,20.0
Wyoming,3/25/2020,-35.0,-6.0,0.0,-12.0,-35.0,14.0
Alabama,3/26/2020,-30.0,-3.0,32.0,-19.0,-36.0,14.0
Alaska,3/26/2020,-40.0,-13.0,31.0,-42.0,-42.0,17.0
Arizona,3/26/2020,-34.0,-12.0,-9.0,-36.0,-42.0,16.0
Arkansas,3/26/2020,-24.0,-4.0,133.0,-18.0,-36.0,12.0
California,3/26/2020,-42.0,-18.0,-28.0,-53.0,-51.0,23.0
Colorado,3/26/2020,-50.0,-24.0,4.0,-57.0,-53.0,22.0
Connecticut,3/26/2020,-41.0,-14.0,55.0,-48.0,-48.0,21.0
Delaware,3/26/2020,-38.0,-18.0,51.0,-41.0,-45.0,18.0
District of Columbia,3/26/2020,-58.0,-25.0,-42.0,-73.0,-66.0,27.0
Florida,3/26/2020,-40.0,-14.0,-34.0,-51.0,-42.0,18.0
Georgia,3/26/2020,-34.0,-8.0,3.0,-43.0,-43.0,18.0
Hawaii,3/26/2020,-51.0,-32.0,-69.0,-66.0,-53.0,25.0
